DATE,EXPEDITION,STATION N1/4,DEPTH_M,TRANSECT LENGTH,TIME START,TIME END,DURAT,DIVER,BUDDIE,DATATYPE,SPECIES_CODE,FAMILY,GENUS,SPECIES,COMMON_NAME,NUMBER,MIN,MAX,AVG,COMMENT,a,b,BIOMASS (KG)
19-Oct-15,MONTSERRAT,WPT0054,20,30,956,1011,15,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,30,30,30,,0.0223,2.933,0.479403834
19-Oct-15,MONTSERRAT,WPT0054,20,30,956,1011,15,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,25,25,25,,0.0223,2.933,0.280842551
19-Oct-15,MONTSERRAT,WPT0056,10,30,1051,1104,13,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,20,20,20,,0.0223,2.933,0.145957307
19-Oct-15,MONTSERRAT,WPT0056,5,30,1118,1132,14,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,20,20,20,,0.0223,2.933,0.145957307
19-Oct-15,MONTSERRAT,WPT0056,5,30,1118,1132,14,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,23,23,23,,0.0223,2.933,0.219913862
19-Oct-15,MONTSERRAT,WPT0056,5,30,1118,1132,14,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,3,30,30,30,,0.0223,2.933,1.438211503
19-Oct-15,MONTSERRAT,WPT0056,5,30,1118,1132,14,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,35,35,35,,0.0223,2.933,0.75345347
19-Oct-15,MONTSERRAT,WPT0056,5,30,1118,1132,14,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,15,15,15,,0.0223,2.933,0.062774104
19-Oct-15,MONTSERRAT,FP11,16.7,30,1222,1239,17,MC,RM,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,4,20,25,22.5,,0.0223,2.933,0.824738332
19-Oct-15,MONTSERRAT,FP13,9.1,30,241,256,15,MC,RM,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,6,12,18,15,,0.0223,2.933,0.376644627
19-Oct-15,MONTSERRAT,FP13,9.1,30,241,256,15,MC,RM,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,6,20,25,22.5,,0.0223,2.933,1.237107498
19-Oct-15,MONTSERRAT,FP03,21,30,905,920,15,HK,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,12,12,12,,0.0223,2.933,0.032624469
19-Oct-15,MONTSERRAT,FP12,9,30,1348,1403,15,HK,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,3,25,25,25,,0.0223,2.933,0.842527652
19-Oct-15,MONTSERRAT,FP12,9,30,1348,1403,15,HK,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,3,17,17,17,,0.0223,2.933,0.27185217
19-Oct-15,MONTSERRAT,FP12,9,30,1348,1403,15,HK,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,20,20,20,,0.0223,2.933,0.145957307
19-Oct-15,MONTSERRAT,FP12,9,30,1348,1403,15,HK,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,3,14,20,17,,0.0223,2.933,0.27185217
19-Oct-15,MONTSERRAT,FP12,9,30,1348,1403,15,HK,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,3,16,20,18,,0.0223,2.933,0.321469944
18-Oct-15,MONTSERRAT,MSA011,20,30,1051,1106,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,25,25,25,,0.0223,2.933,0.280842551
19-Oct-15,MONTSERRAT,WPT0053,10,30,843,858,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,2,20,20,20,,0.0223,2.933,0.291914613
19-Oct-15,MONTSERRAT,WPT0053,10,30,843,858,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,24,24,24,,0.0223,2.933,0.249152033
19-Oct-15,MONTSERRAT,WPT0053,10,30,843,858,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,25,25,25,,0.0223,2.933,0.280842551
19-Oct-15,MONTSERRAT,WPT0053,10,30,843,858,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,2,27,27,27,,0.0223,2.933,0.70392239
19-Oct-15,MONTSERRAT,WPT0053,10,30,843,858,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,31,31,31,,0.0223,2.933,0.52779918
19-Oct-15,MONTSERRAT,WPT0053,5,30,912,926,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,16,16,16,,0.0223,2.933,0.075855796
19-Oct-15,MONTSERRAT,WPT0053,5,30,912,926,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,19,19,19,,0.0223,2.933,0.125570948
19-Oct-15,MONTSERRAT,WPT0053,5,30,912,926,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,22,22,22,,0.0223,2.933,0.193032567
19-Oct-15,MONTSERRAT,WPT0053,5,30,912,926,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,25,25,25,,0.0223,2.933,0.280842551
19-Oct-15,MONTSERRAT,WPT0057,20,30,1207,1222,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,2,18,18,18,,0.0223,2.933,0.214313296
19-Oct-15,MONTSERRAT,WPT0057,20,30,1207,1222,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,20,20,20,,0.0223,2.933,0.145957307
19-Oct-15,MONTSERRAT,WPT0057,20,30,1207,1222,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,22,22,22,,0.0223,2.933,0.193032567
19-Oct-15,MONTSERRAT,WPT0057,20,30,1207,1222,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,3,25,25,25,,0.0223,2.933,0.842527652
19-Oct-15,MONTSERRAT,1186,6.8,30,1201,1231,30,GM,AE,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,2,,,,,0.0223,2.933,0
19-Oct-15,MONTSERRAT,1189,8.8,30,159,230,31,GM,AE,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,12,,,,,0.0223,2.933,0
19-Oct-15,MONTSERRAT,1184,15,30,1023,1103,40,GM,AE,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,7,,,,,0.0223,2.933,0
20-Oct-15,MONTSERRAT,Pinnacle Hobo,11.5,30,822,838,16,MC,RM,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,3,20,25,22.5,,0.0223,2.933,0.618553749
20-Oct-15,MONTSERRAT,Northwest Bluff Hobo,9.3,30,1056,1111,15,MC,RM,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,3,12,13,12.5,,0.0223,2.933,0.110322269
20-Oct-15,MONTSERRAT,Northwest Bluff Hobo,9.3,30,1056,1111,15,MC,RM,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,2,15,20,17.5,,0.0223,2.933,0.197317432
20-Oct-15,MONTSERRAT,Northwest Bluff Hobo,9.3,30,1056,1111,15,MC,RM,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,25,25,25,,0.0223,2.933,0.280842551
20-Oct-15,MONTSERRAT,M8Y (Hobo),9.1,30,153,208,15,MC,RM,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,5,12,15,13.5,,0.0223,2.933,0.230432542
20-Oct-15,MONTSERRAT,M8Y (Hobo),9.1,30,153,208,15,MC,RM,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,3,16,20,18,,0.0223,2.933,0.321469944
20-Oct-15,MONTSERRAT,Little Redonda,10,30,935,951,16,HK,RM,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,13,13,13,,0.0223,2.933,0.041257292
20-Oct-15,MONTSERRAT,Little Redonda,10,30,935,951,16,HK,RM,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,9,9,9,,0.0223,2.933,0.014031308
20-Oct-15,MONTSERRAT,Studio C,15,30,1220,1235,15,HK,RM,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,2,25,25,25,,0.0223,2.933,0.561685101
20-Oct-15,MONTSERRAT,Studio C,15,30,1220,1235,15,HK,RM,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,2,20,20,20,,0.0223,2.933,0.291914613
20-Oct-15,MONTSERRAT,Studio C,15,30,1220,1235,15,HK,RM,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,3,22,22,22,,0.0223,2.933,0.579097701
20-Oct-15,MONTSERRAT,Studio C,15,30,1220,1235,15,HK,RM,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,4,18,26,22,,0.0223,2.933,0.772130268
20-Oct-15,MONTSERRAT,Studio C,15,30,1220,1235,15,HK,RM,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,2,15,15,15,,0.0223,2.933,0.125548209
20-Oct-15,MONTSERRAT,164,20.3,30,953,1029,,GM,AE,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,10,1,5,3,,0.0223,2.933,0.00559373
20-Oct-15,MONTSERRAT,170,20,30,1232,1300,,GM,AE,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,7,3,3,3,,0.0223,2.933,0.003915611
20-Oct-15,MONTSERRAT,175,20,30,1504,1534,,GM,AE,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,10,2,5,3.5,,0.0223,2.933,0.008791368
21-Oct-15,MONTSERRAT,Sargassum Field,17.1,30,1121,1135,14,MC,RM,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,13,13,13,,0.0223,2.933,0.041257292
21-Oct-15,MONTSERRAT,WPY0187,20,30,1030,1045,15,EA,EG,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,3,20,30,25,,0.0223,2.933,0.842527652
21-Oct-15,MONTSERRAT,WPY0187,20,30,1030,1045,15,EA,EG,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,8,8,8,,0.0223,2.933,0.009932711
21-Oct-15,MONTSERRAT,Woodlands MOSA,5,30,1033,1045,12,HK,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,20,20,20,,0.0223,2.933,0.145957307
21-Oct-15,MONTSERRAT,Woodlands MOSA,5,30,1033,1045,12,HK,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,4,25,25,25,,0.0223,2.933,1.123370202
19-Oct-15,MONTSERRAT,WPT0057,20,30,1207,1222,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,26,26,26,,0.0223,2.933,0.315080621
21-Oct-15,MONTSERRAT,WPT0209,10,30,1355,1410,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,12,12,12,,0.0223,2.933,0.032624469
21-Oct-15,MONTSERRAT,WPT0209,10,30,1355,1410,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,3,17,17,17,,0.0223,2.933,0.27185217
21-Oct-15,MONTSERRAT,WPT0209,10,30,1355,1410,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,18,18,18,,0.0223,2.933,0.107156648
21-Oct-15,MONTSERRAT,WPT0209,10,30,1355,1410,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,19,19,19,,0.0223,2.933,0.125570948
21-Oct-15,MONTSERRAT,WPT0209,10,30,1355,1410,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,20,20,20,,0.0223,2.933,0.145957307
24-Oct-15,MONTSERRAT,WPT0248,20,30,1000,1015,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,13,13,,,0.0223,2.933,0
24-Oct-15,MONTSERRAT,WPT0248,20,30,1000,1015,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,20,20,,,0.0223,2.933,0
24-Oct-15,MONTSERRAT,WPT0248,20,30,1000,1015,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,22,22,,,0.0223,2.933,0
24-Oct-15,MONTSERRAT,WPT0248,20,30,1000,1015,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,24,24,,,0.0223,2.933,0
24-Oct-15,MONTSERRAT,WPT0248,20,30,1000,1015,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,26,26,,,0.0223,2.933,0
24-Oct-15,MONTSERRAT,WPT0248,10,30,1020,1035,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,24,24,24,,0.0223,2.933,0.249152033
24-Oct-15,MONTSERRAT,WPT0248,10,30,1020,1035,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,25,25,25,,0.0223,2.933,0.280842551
24-Oct-15,MONTSERRAT,WPT0248,10,30,1020,1035,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,27,27,27,,0.0223,2.933,0.351961195
25-Oct-15,MONTSERRAT,WPT0250,10,30,8:19,8:34,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,14,14,14,,0.0223,2.933,0.051274141
25-Oct-15,MONTSERRAT,WPT0250,10,30,8:19,8:34,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,15,15,15,,0.0223,2.933,0.062774104
25-Oct-15,MONTSERRAT,WPT0250,10,30,8:19,8:34,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,17,17,17,,0.0223,2.933,0.09061739
25-Oct-15,MONTSERRAT,WPT0250,10,30,8:19,8:34,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,2,27,27,27,,0.0223,2.933,0.70392239
25-Oct-15,MONTSERRAT,WPT0250,10,30,8:19,8:34,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,29,29,29,,0.0223,2.933,0.434028443
25-Oct-15,MONTSERRAT,WPT0250,10,30,8:19,8:34,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,30,30,30,,0.0223,2.933,0.479403834
25-Oct-15,MONTSERRAT,WPT0250,5,30,8:46,9:01,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,18,18,18,,0.0223,2.933,0.107156648
25-Oct-15,MONTSERRAT,WPT0250,5,30,8:46,9:01,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,22,22,22,,0.0223,2.933,0.193032567
25-Oct-15,MONTSERRAT,WPT0250,5,30,8:46,9:01,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,25,25,25,,0.0223,2.933,0.280842551
25-Oct-15,MONTSERRAT,WPT0250,5,30,8:46,9:01,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,2,27,27,27,,0.0223,2.933,0.70392239
25-Oct-15,MONTSERRAT,WPT0250,5,30,8:46,9:01,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,28,28,28,,0.0223,2.933,0.391578978
25-Oct-15,MONTSERRAT,WPT0250,5,30,8:46,9:01,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,29,29,29,,0.0223,2.933,0.434028443
25-Oct-15,MONTSERRAT,WPT0250,5,30,8:46,9:01,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,3,30,30,30,,0.0223,2.933,1.438211503
25-Oct-15,MONTSERRAT,WPT0250,5,30,8:46,9:01,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,33,33,33,,0.0223,2.933,0.634024804
25-Oct-15,MONTSERRAT,WPT0250,5,30,8:46,9:01,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,34,34,34,,0.0223,2.933,0.692042118
24-Oct-15,MONTSERRAT,WPT0249,20,30,11:19,11:34,15,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,6,23,30,26.5,,0.0223,2.933,1.999108021
24-Oct-15,MONTSERRAT,WPT0249,20,30,11:19,11:34,15,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,10,20,30,25,,0.0223,2.933,2.808425505
24-Oct-15,MONTSERRAT,WPT0249,20,30,11:19,11:34,15,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,10,25,30,27.5,,0.0223,2.933,3.714220255
24-Oct-15,MONTSERRAT,WPT0249,20,30,11:19,11:34,15,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,10,20,25,22.5,,0.0223,2.933,2.06184583
24-Oct-15,MONTSERRAT,WPT0249,10,30,11:45,12:00,15,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,30,30,30,,0.0223,2.933,0.479403834
24-Oct-15,MONTSERRAT,WPT0249,10,30,11:45,12:00,15,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,4,20,20,20,,0.0223,2.933,0.583829226
24-Oct-15,MONTSERRAT,WPT0249,10,30,11:45,12:00,15,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,32,32,32,,0.0223,2.933,0.579308298
24-Oct-15,MONTSERRAT,WPT0249,10,30,11:45,12:00,15,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,15,15,15,,0.0223,2.933,0.062774104
25-Oct-15,MONTSERRAT,WPT0251,20,30,9:40,9:52,12,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,12,12,12,,0.0223,2.933,0.032624469
25-Oct-15,MONTSERRAT,WPT0251,20,30,9:40,9:52,12,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,15,15,15,,0.0223,2.933,0.062774104
25-Oct-15,MONTSERRAT,WPT0251,20,30,9:40,9:52,12,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,2,20,20,20,,0.0223,2.933,0.291914613
25-Oct-15,MONTSERRAT,WPT0251,20,30,9:40,9:52,12,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,10,10,10,,0.0223,2.933,0.019111944
25-Oct-15,MONTSERRAT,WPT0251,20,30,9:40,9:52,12,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,21,21,21,,0.0223,2.933,0.168412396
25-Oct-15,MONTSERRAT,WPT0251,20,30,9:40,9:52,12,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,17,17,17,,0.0223,2.933,0.09061739
25-Oct-15,MONTSERRAT,WPT0251,20,30,9:40,9:52,12,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,8,25,30,27.5,,0.0223,2.933,2.971376204
25-Oct-15,MONTSERRAT,WPT0251,10,30,10:09,10:22,13,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,25,25,25,,0.0223,2.933,0.280842551
25-Oct-15,MONTSERRAT,WPT0251,10,30,10:09,10:22,13,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,27,27,27,,0.0223,2.933,0.351961195
25-Oct-15,MONTSERRAT,WPT0251,10,30,10:09,10:22,13,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,9,9,9,,0.0223,2.933,0.014031308
25-Oct-15,MONTSERRAT,WPT0251,10,30,10:09,10:22,13,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,11,11,11,,0.0223,2.933,0.025276073
25-Oct-15,MONTSERRAT,WPT0251,10,30,10:09,10:22,13,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,10,10,10,,0.0223,2.933,0.019111944
25-Oct-15,MONTSERRAT,WPT0251,10,30,10:09,10:22,13,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,12,12,12,,0.0223,2.933,0.032624469
25-Oct-15,MONTSERRAT,WPT0251,10,30,10:09,10:22,13,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,3,20,20,20,,0.0223,2.933,0.43787192
25-Oct-15,MONTSERRAT,WPT0251,10,30,10:09,10:22,13,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,22,22,22,,0.0223,2.933,0.193032567
25-Oct-15,MONTSERRAT,WPT0251,10,30,10:09,10:22,13,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,2,18,18,18,,0.0223,2.933,0.214313296
25-Oct-15,MONTSERRAT,WPT0251,10,30,10:09,10:22,13,EG,EA,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,25,25,25,,0.0223,2.933,0.280842551
25-Oct-15,MONTSERRAT,WPT0250,5,30,8:46,9:01,15,DG,DH,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,2,35,35,35,,0.0223,2.933,1.506906939
15-Oct-15,MONTSERRAT,1115,20,30,14:00,14:40,15,SM,AC,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,2,25,25,25,,0.0223,2.933,0.561685101
15-Oct-15,MONTSERRAT,1115,20,30,14:00,14:40,15,SM,AC,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,2,20,20,20,,0.0223,2.933,0.291914613
15-Oct-15,MONTSERRAT,1115,20,30,14:00,14:40,15,SM,AC,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,3,14,14,14,,0.0223,2.933,0.153822422
15-Oct-15,MONTSERRAT,1115,20,30,14:00,14:40,15,SM,AC,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,22,22,22,,0.0223,2.933,0.193032567
16-Oct-15,MONTSERRAT,MSA-039,20,26.9,8:22,9:00,14,SM,AC,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,2,14,14,14,,0.0223,2.933,0.102548282
16-Oct-15,MONTSERRAT,MSA-039,20,26.9,8:22,9:00,14,SM,AC,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,22,22,22,,0.0223,2.933,0.193032567
16-Oct-15,MONTSERRAT,MSA-039,20,26.9,8:22,9:00,14,SM,AC,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,24,24,24,,0.0223,2.933,0.249152033
16-Oct-15,MONTSERRAT,MSA-039,20,26.9,8:22,9:00,14,SM,AC,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,2,18,18,18,,0.0223,2.933,0.214313296
16-Oct-15,MONTSERRAT,MSA-039,20,26.9,8:22,9:00,14,SM,AC,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,15,15,15,,0.0223,2.933,0.062774104
16-Oct-15,MONTSERRAT,MSA-039,20,10,8:22,9:00,14,SM,AC,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,2,20,20,20,,0.0223,2.933,0.291914613
16-Oct-15,MONTSERRAT,MSA-039,20,10,8:22,9:00,14,SM,AC,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,18,18,18,,0.0223,2.933,0.107156648
16-Oct-15,MONTSERRAT,MSA-039,20,10,8:22,9:00,14,SM,AC,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,2,14,14,14,,0.0223,2.933,0.102548282
16-Oct-15,MONTSERRAT,MSA-150,10,30,9:17,9:47,13,SM,AC,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,2,18,18,18,,0.0223,2.933,0.214313296
16-Oct-15,MONTSERRAT,MSA-150,10,30,9:17,9:47,13,SM,AC,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,2,14,14,14,,0.0223,2.933,0.102548282
16-Oct-15,MONTSERRAT,MSA-150,10,30,9:17,9:47,13,SM,AC,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,2,22,22,22,,0.0223,2.933,0.386065134
16-Oct-15,MONTSERRAT,MSA-158,5,30,10:03,10:42,14,SM,AC,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,2,24,24,24,,0.0223,2.933,0.498304066
16-Oct-15,MONTSERRAT,MSA-158,5,30,10:03,10:42,14,SM,AC,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,3,18,18,18,,0.0223,2.933,0.321469944
16-Oct-15,MONTSERRAT,MSA-158,5,30,10:03,10:42,14,SM,AC,QUAN,CEFU,Serranidae ,Cephalopholis ,Cephalopholis fulva ,coney ,1,26,26,26,,0.0223,2.933,0.315080621
