Date,Vessel ID/ Length,Surveyor,Port,Area fished,% of total catch surveyed,Gear Type,No. of gears,Species ID,COMMON_NAME,% of individuals sampled out of total,Length,Length Type,Weight (kg)
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,ACANCO,Blue Tang,100,19,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,ACANCO,Blue Tang,100,18,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,ACANCO,Blue Tang,100,17.5,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRFU,Coney,100,20.5,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRFU,Coney,100,24,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRFU,Coney,100,24.5,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRFU,Coney,100,24.5,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRFU,Coney,100,22.5,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRFU,Coney,100,23,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRFU,Coney,100,25,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRFU,Coney,100,24,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRFU,Coney,100,22,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRFU,Coney,100,22.5,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRFU,Coney,100,23,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,ACANCH,Doctorfish,100,16.5,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,ACANCH,Doctorfish,100,15.5,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,ACANCH,Doctorfish,100,23,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,ACANCH,Doctorfish,100,16,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,ACANCH,Doctorfish,100,14,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,ACANCH,Doctorfish,100,17.5,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,ACANCH,Doctorfish,100,13,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,ACANCH,Doctorfish,100,16.5,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,ACANCH,Doctorfish,100,23.5,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,LUTJMA,Mahogany Snapper,100,19.5,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,LUTJMA,Mahogany Snapper,100,19.5,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,LUTJMA,Mahogany Snapper,100,20.5,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,LUTJMA,Mahogany Snapper,100,18.5,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,LUTJMA,Mahogany Snapper,100,18.5,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,LUTJMA,Mahogany Snapper,100,17.5,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,LUTJMA,Mahogany Snapper,100,20,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,LUTJMA,Mahogany Snapper,100,19.5,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,LUTJMA,Mahogany Snapper,100,23,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,LUTJMA,Mahogany Snapper,100,21.5,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,LUTJMA,Mahogany Snapper,100,23,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,BALIVE,Queen Triggerfish,100,27.5,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,BALIVE,Queen Triggerfish,100,27,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,BALIVE,Queen Triggerfish,100,21.5,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,BALIVE,Queen Triggerfish,100,31,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,BALIVE,Queen Triggerfish,100,34,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,BALIVE,Queen Triggerfish,100,27.5,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,29,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,34,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,31,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,31,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,40,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,33,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,28,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,36.5,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,27,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,34,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,28,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,38,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,40,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,32,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,32.5,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,36.5,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,33,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,26.5,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,32.5,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,32.5,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,33,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,37,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,29,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,30,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,33,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,32,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,26,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,26.5,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,29,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,32,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,28,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,37,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,32.5,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,31.5,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,33.5,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SERRGU,Red Hind,100,29,TL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SCARVI,Redtail Parrotfish,100,35,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SCARVI,Redtail Parrotfish,100,33,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SCARVI,Redtail Parrotfish,100,33.5,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,SCARVI,Redtail Parrotfish,100,23,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,HOLOAD,Squirrelfish,100,18,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,HOLOAD,Squirrelfish,100,18,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,HOLOAD,Squirrelfish,100,19.5,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,HOLOAD,Squirrelfish,100,17.5,FL,
6/20/15,Fred,KS/LT/AE,Little Bay,"1,10",75,pots,20,HOLOAD,Squirrelfish,100,21,FL,
6/20/15,Lady Desemee,LT/KS,Little Bay,9,40,lines,,LUTJMA,Mahogany Snapper,100,25.5,FL,
6/20/15,Lady Desemee,LT/KS,Little Bay,9,40,lines,,LUTJMA,Mahogany Snapper,100,25.5,FL,
6/20/15,Lady Desemee,LT/KS,Little Bay,9,40,lines,,LUTJMA,Mahogany Snapper,100,25,FL,
6/20/15,Lady Desemee,LT/KS,Little Bay,9,40,lines,,LUTJMA,Mahogany Snapper,100,22.5,FL,
6/20/15,Lady Desemee,LT/KS,Little Bay,9,40,lines,,LUTJMA,Mahogany Snapper,100,26,FL,
6/20/15,Lady Desemee,LT/KS,Little Bay,9,40,lines,,LUTJMA,Mahogany Snapper,100,29,FL,
6/20/15,Lady Desemee,LT/KS,Little Bay,9,40,lines,,LUTJMA,Mahogany Snapper,100,25,FL,
6/20/15,Lady Desemee,LT/KS,Little Bay,9,40,lines,,LUTJMA,Mahogany Snapper,100,24,FL,
6/20/15,Lady Desemee,LT/KS,Little Bay,9,40,lines,,LUTJMA,Mahogany Snapper,100,19.5,FL,
6/20/15,Lady Desemee,LT/KS,Little Bay,9,40,lines,,SERRGU,Red Hind,100,26,TL,
6/20/15,Lady Desemee,LT/KS,Little Bay,9,40,lines,,HOLOAD,Squirrelfish,100,21.5,FL,0.09
6/20/15,Optimum (Sheldon),LT/KS,Little Bay,South of Redondo,30,line,,LUTJVI,Silk Snapper,100,33.5,FL,
6/20/15,Optimum (Sheldon),LT/KS,Little Bay,South of Redondo,30,line,,LUTJVI,Silk Snapper,100,30.5,TL,
6/20/15,Optimum (Sheldon),LT/KS,Little Bay,South of Redondo,30,line,,LUTJVI,Silk Snapper,100,36,TL,
6/20/15,Tommy,LT/KS,Little Bay,Yellow Hole,60,lines,,LUTJMA,Mahogany Snapper,100,19.5,FL,
6/20/15,Tommy,LT/KS,Little Bay,Yellow Hole,60,lines,,LUTJMA,Mahogany Snapper,100,19,FL,
6/20/15,Tommy,LT/KS,Little Bay,Yellow Hole,60,lines,,BALIVE,Queen Triggerfish,100,28.5,FL,
6/20/15,Tommy,LT/KS,Little Bay,Yellow Hole,60,lines,,SERRGU,Red Hind,100,28,TL,
6/20/15,Tommy,LT/KS,Little Bay,Yellow Hole,60,lines,,SERRGU,Red Hind,100,22,TL,
6/20/15,Tommy,LT/KS,Little Bay,Yellow Hole,60,lines,,SERRGU,Red Hind,100,38.5,TL,
6/20/15,Tommy,LT/KS,Little Bay,Yellow Hole,60,lines,,SERRGU,Red Hind,100,35.5,TL,
6/20/15,Tommy,LT/KS,Little Bay,Yellow Hole,60,lines,,SERRGU,Red Hind,100,33.5,TL,
6/20/15,Tommy,LT/KS,Little Bay,Yellow Hole,60,lines,,SERRGU,Red Hind,100,35.5,TL,
6/20/15,Tommy,LT/KS,Little Bay,Yellow Hole,60,lines,,SERRGU,Red Hind,100,35.3,TL,
6/20/15,Water Duck,KS/LT/AE,Little Bay,10,,pots,7,ACANCO,Blue Tang,75,21.5,FL,
6/20/15,Water Duck,KS/LT/AE,Little Bay,10,,pots,7,ACANCO,Blue Tang,75,21.5,FL,
6/20/15,Water Duck,KS/LT/AE,Little Bay,10,75,pots,7,SERRGU,Red Hind,50,37,TL,
6/20/15,Water Duck,KS/LT/AE,Little Bay,10,,pots,7,SERRGU,Red Hind,50,33,TL,
6/20/15,Water Duck,KS/LT/AE,Little Bay,10,,pots,7,SERRGU,Red Hind,50,29,TL,
6/20/15,Water Duck,KS/LT/AE,Little Bay,10,,pots,7,SERRGU,Red Hind,50,34.5,TL,
6/20/15,Water Duck,KS/LT/AE,Little Bay,10,,pots,7,SERRGU,Red Hind,50,30.5,TL,
6/20/15,Water Duck,KS/LT/AE,Little Bay,10,,pots,7,SERRGU,Red Hind,50,28.5,TL,
6/20/15,Water Duck,KS/LT/AE,Little Bay,10,,pots,7,SERRGU,Red Hind,50,39,TL,
6/20/15,Water Duck,KS/LT/AE,Little Bay,10,,pots,7,SERRGU,Red Hind,50,28.5,TL,
6/20/15,Water Duck,KS/LT/AE,Little Bay,10,,pots,7,SERRGU,Red Hind,50,32.5,TL,
6/20/15,Water Duck,KS/LT/AE,Little Bay,10,,pots,7,SERRGU,Red Hind,50,33,TL,
6/20/15,Water Duck,KS/LT/AE,Little Bay,10,,pots,7,SERRGU,Red Hind,50,29.5,TL,
6/20/15,Water Duck,KS/LT/AE,Little Bay,10,,pots,7,SERRGU,Red Hind,50,31,TL,
6/20/15,Water Duck,KS/LT/AE,Little Bay,10,,pots,7,HOLOAD,Squirrelfish,100,23,FL,
6/21/15,GOAT GUYS,LT/KS,Little Bay,7,40,POT/LINE,,ACANCO,Blue Tang,90,17,FL,
6/21/15,GOAT GUYS,LT/KS,Little Bay,7,40,POT/LINE,,ACANCO,Blue Tang,90,17.5,FL,
6/21/15,GOAT GUYS,LT/KS,Little Bay,7,40,POT/LINE,,ACANCO,Blue Tang,90,17.5,FL,
6/21/15,GOAT GUYS,LT/KS,Little Bay,7,40,POT/LINE,,ACANCO,Blue Tang,90,16,FL,
6/21/15,GOAT GUYS,LT/KS,Little Bay,7,40,POT/LINE,,ACANCO,Blue Tang,90,16,FL,
6/21/15,GOAT GUYS,LT/KS,Little Bay,7,40,POT/LINE,,ACANCH,Doctorfish,90,24.5,FL,
6/21/15,GOAT GUYS,LT/KS,Little Bay,7,40,POT/LINE,,ACANCH,Doctorfish,90,24,FL,
6/21/15,GOAT GUYS,LT/KS,Little Bay,7,40,POT/LINE,,ACANCH,Doctorfish,90,15.5,FL,
6/21/15,GOAT GUYS,LT/KS,Little Bay,7,40,POT/LINE,,ACANCH,Doctorfish,90,17.5,FL,
6/21/15,GOAT GUYS,LT/KS,Little Bay,7,40,POT/LINE,,ACANCH,Doctorfish,90,14.5,FL,
6/21/15,GOAT GUYS,LT/KS,Little Bay,7,40,POT/LINE,,ACANCH,Doctorfish,90,17.5,FL,
6/21/15,GOAT GUYS,LT/KS,Little Bay,7,40,POT/LINE,,ACANCH,Doctorfish,90,15.5,FL,
6/21/15,GOAT GUYS,LT/KS,Little Bay,7,40,POT/LINE,,ACANCH,Doctorfish,90,15.5,FL,
6/21/15,GOAT GUYS,LT/KS,Little Bay,7,40,POT/LINE,,ACANCH,Doctorfish,90,16,FL,
6/21/15,GOAT GUYS,LT/KS,Little Bay,7,40,POT/LINE,,ACANCH,Doctorfish,90,16.5,FL,
6/21/15,GOAT GUYS,LT/KS,Little Bay,7,40,POT/LINE,,ACANCH,Doctorfish,90,14.5,FL,
6/21/15,GOAT GUYS,LT/KS,Little Bay,7,40,POT/LINE,,ACANCH,Doctorfish,90,16,FL,
6/21/15,GOAT GUYS,LT/KS,Little Bay,7,40,POT/LINE,,ACANCH,Doctorfish,90,16.5,FL,
6/21/15,GOAT GUYS,LT/KS,Little Bay,7,40,POT/LINE,,ACANCH,Doctorfish,90,17.5,FL,
6/21/15,GOAT GUYS,LT/KS,Little Bay,7,40,POT/LINE,,SERRGU,Red Hind,50,35,TL,
6/21/15,GOAT GUYS,LT/KS,Little Bay,7,40,POT/LINE,,HOLOAD,Squirrelfish,80,23.5,FL,
6/21/15,GOAT GUYS,LT/KS,Little Bay,7,40,POT/LINE,,HOLOAD,Squirrelfish,80,23.5,FL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,SERRGU,Red Hind,80,31,TL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,SERRGU,Red Hind,80,34,TL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,SERRGU,Red Hind,80,28,TL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,SERRGU,Red Hind,80,29.5,TL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,SERRGU,Red Hind,80,27.5,TL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,SERRGU,Red Hind,80,32,TL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,ACANCH,Doctorfish,50,19.5,FL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,ACANCO,Blue Tang,50,19,FL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,ACANCO,Blue Tang,50,18.5,FL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,ACANCO,Blue Tang,50,19,FL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,HOLOAD,Squirrelfish,30,19,TL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,HOLOAD,Squirrelfish,30,20,TL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,HOLOAD,Squirrelfish,30,19,TL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,HOLOAD,Squirrelfish,30,20,TL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,HOLOAD,Squirrelfish,30,21,TL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,HOLOAD,Squirrelfish,30,22,TL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,HOLOAD,Squirrelfish,30,20.5,TL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,HOLOAD,Squirrelfish,30,20,TL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,HOLOAD,Squirrelfish,30,20.5,TL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,HOLOAD,Squirrelfish,30,20.5,TL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,BALIVE,Queen Triggerfish,90,27.5,FL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,BALIVE,Queen Triggerfish,90,25,FL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,BALIVE,Queen Triggerfish,90,30,FL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,BALIVE,Queen Triggerfish,90,36,FL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,BALIVE,Queen Triggerfish,90,32.5,FL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,BALIVE,Queen Triggerfish,90,29,FL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,BALIVE,Queen Triggerfish,90,36,FL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,BALIVE,Queen Triggerfish,90,27,FL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,BALIVE,Queen Triggerfish,90,32,FL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,BALIVE,Queen Triggerfish,90,34,FL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,BALIVE,Queen Triggerfish,90,28,FL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,BALIVE,Queen Triggerfish,90,28.5,FL,
7/29/15,Try Me,LL/RR,Carr's Bay,1,50,pots,15,BALIVE,Queen Triggerfish,90,29.5,FL,
10/27/15,David Brade swimming from shore,RR,Little Bay,7,60,spear,1,ACANCH,Doctorfish,100,22.5,FL,
10/27/15,David Brade swimming from shore,RR,Little Bay,7,60,spear,1,SERRFU,Coney,100,29,TL,
10/27/15,David Brade swimming from shore,RR,Little Bay,7,60,spear,1,LUTJVI,Silk Snapper,100,33,FL,
10/27/15,David Brade swimming from shore,RR,Little Bay,7,60,spear,1,LUTJVI,Silk Snapper,100,35.5,FL,
10/28/15,Mike,RR,Rendezvous,"1,10",80,pots,,SERRFU,Coney,100,32,FL,
10/28/15,Mike,RR,Rendezvous,"1,10",80,pots,,ACANCH,Doctorfish,75,24,FL,
10/28/15,Mike,RR,Rendezvous,"1,10",80,pots,,ACANCH,Doctorfish,75,24,FL,
10/28/15,Mike,RR,Rendezvous,"1,10",80,pots,,ACANCH,Doctorfish,75,25,FL,
10/28/15,Mike,RR,Rendezvous,"1,10",80,pots,,LUTJVI,Silk Snapper,100,27,FL,
11/16/15,Jack,RR,Carr's Bay,"1,2",25,pots,,BALIVE,Queen Triggerfish,75,32,FL,
11/16/15,Jack,RR,Carr's Bay,"1,2",25,pots,,BALIVE,Queen Triggerfish,75,28.5,FL,
11/16/15,Jack,RR,Carr's Bay,"1,2",25,pots,,BALIVE,Queen Triggerfish,75,29,FL,
11/16/15,Jack,RR,Carr's Bay,"1,2",25,pots,,BALIVE,Queen Triggerfish,75,30,FL,
11/16/15,Jack,RR,Carr's Bay,"1,2",25,pots,,BALIVE,Queen Triggerfish,75,28.5,FL,
11/16/15,Jack,RR,Carr's Bay,"1,2",25,pots,,BALIVE,Queen Triggerfish,75,25.5,FL,
11/16/15,Jack,RR,Carr's Bay,"1,2",25,pots,,BALIVE,Queen Triggerfish,75,35,FL,
11/16/15,Jack,RR,Carr's Bay,"1,2",25,pots,,BALIVE,Queen Triggerfish,75,34,FL,
11/16/15,Jack,RR,Carr's Bay,"1,2",25,pots,,BALIVE,Queen Triggerfish,75,32,FL,
11/16/15,Jack,RR,Carr's Bay,"1,2",25,pots,,HOLOAD,Squirrelfish,50,23,TL,
11/16/15,Jack,RR,Carr's Bay,"1,2",25,pots,,HOLOAD,Squirrelfish,50,20,TL,
11/16/15,Jack,RR,Carr's Bay,"1,2",25,pots,,SERRGU,Red Hind,25,35,TL,
11/16/15,Jack,RR,Carr's Bay,"1,2",25,pots,,SERRGU,Red Hind,25,30,TL,
11/16/15,Jack,RR,Carr's Bay,"1,2",25,pots,,SERRGU,Red Hind,25,31,TL,
11/16/15,Jack,RR,Carr's Bay,"1,2",25,pots,,SERRGU,Red Hind,25,29,TL,
11/16/15,Jack,RR,Carr's Bay,"1,2",25,pots,,SERRGU,Red Hind,25,34,TL,
11/16/15,Jack,RR,Carr's Bay,"1,2",25,pots,,SERRGU,Red Hind,25,29,TL,
11/16/15,Jack,RR,Carr's Bay,"1,2",25,pots,,SERRGU,Red Hind,25,32,TL,
11/16/15,Jack,RR,Carr's Bay,"1,2",25,pots,,SERRGU,Red Hind,25,30,TL,
11/16/15,Jack,RR,Carr's Bay,"1,2",25,pots,,SERRGU,Red Hind,25,35,TL,
11/30/15,Jack,RR,Carr's Bay,"1,2",15,pots,,SERRGU,Red Hind,15,31,TL,
11/30/15,Jack,RR,Carr's Bay,"1,2",15,pots,,SERRGU,Red Hind,15,28.5,TL,
11/30/15,Jack,RR,Carr's Bay,"1,2",15,pots,,SERRGU,Red Hind,15,36,TL,
11/30/15,Jack,RR,Carr's Bay,"1,2",15,pots,,SERRGU,Red Hind,15,33,TL,
11/30/15,Jack,RR,Carr's Bay,"1,2",15,pots,,SERRGU,Red Hind,15,34,TL,
11/30/15,Jack,RR,Carr's Bay,"1,2",15,pots,,SERRGU,Red Hind,15,23.5,TL,
11/30/15,Jack,RR,Carr's Bay,"1,2",15,pots,,BALIVE,Queen Triggerfish,25,37,FL,
11/30/15,Jack,RR,Carr's Bay,"1,2",15,pots,,BALIVE,Queen Triggerfish,25,36,FL,
11/30/15,Jack,RR,Carr's Bay,"1,2",15,pots,,BALIVE,Queen Triggerfish,25,34.5,FL,
11/30/15,Jack,RR,Carr's Bay,"1,2",15,pots,,ACANCO,Blue Tang,20,19,FL,
11/30/15,Jack,RR,Carr's Bay,"1,2",15,pots,,HOLOAD,Squirrelfish,25,19.5,FL,
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,SERRGU,Red Hind,100,29,TL,
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,SERRGU,Red Hind,100,31,TL,
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,SERRGU,Red Hind,100,29.5,TL,
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,SERRGU,Red Hind,100,31.5,TL,
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,SERRGU,Red Hind,100,32.5,TL,
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,SERRGU,Red Hind,100,31,TL,
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,SERRGU,Red Hind,100,37.5,TL,
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,SERRGU,Red Hind,100,40,TL,
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,SERRGU,Red Hind,100,27.5,TL,
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,SERRGU,Red Hind,100,31,TL,
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,SERRGU,Red Hind,100,32,TL,
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,SERRGU,Red Hind,100,30,TL,
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,SERRGU,Red Hind,100,38,TL,
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,SERRGU,Red Hind,100,38,TL,
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,SERRGU,Red Hind,100,31,TL,
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,SERRGU,Red Hind,100,32,TL,
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,SERRGU,Red Hind,100,33.5,TL,
1/26/16,John Allen,"LT,SL,RR",Carr's Bay,"1,2,3",95,pots,12,SERRGU,Red Hind,100,35,TL,
